MS Zoning,Street,Land Contour,Neighborhood,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Foundation,1st Flr SF,Gr Liv Area,Kitchen Qual,Garage Cars,SalePrice
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1964,1964,CBlock,912,912,TA,0,124000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1961,1994,CBlock,1236,1236,TA,1,135000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1967,1967,CBlock,941,941,TA,1,129200
RL,Pave,Low,Veenker,1Fam,SLvl,7,1974,1974,CBlock,2151,2646,Gd,2,260000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1991,1992,CBlock,1301,2417,Gd,2,260000
RL,Pave,HLS,NoRidge,1Fam,2Story,8,1992,1993,PConc,1520,2826,Gd,3,334000
RL,Pave,Lvl,NoRidge,1Fam,2Story,8,1993,1993,PConc,1352,2520,Gd,3,310000
RL,Pave,Lvl,NoRidge,1Fam,2Story,7,1992,2000,PConc,1166,2295,Gd,2,268000
RL,Pave,Lvl,NoRidge,1Fam,1Story,8,1994,1995,PConc,1624,1624,Gd,3,262000
FV,Pave,Lvl,Somerst,TwnhsE,1Story,7,2004,2004,PConc,1143,1143,Gd,2,176400
FV,Pave,Lvl,Somerst,TwnhsE,1Story,8,2005,2005,PConc,1247,1247,Gd,2,197000
FV,Pave,Lvl,Somerst,TwnhsE,2Story,7,2005,2005,PConc,520,1200,Gd,2,151000
FV,Pave,Lvl,Somerst,Twnhs,2Story,7,2005,2005,PConc,520,1223,Gd,2,147400
FV,Pave,Lvl,Somerst,Twnhs,2Story,7,2005,2005,PConc,520,1223,Gd,2,149900
FV,Pave,Lvl,Somerst,TwnhsE,2Story,7,2005,2005,PConc,520,1200,Gd,2,144152
FV,Pave,Lvl,Somerst,TwnhsE,2Story,6,2000,2000,PConc,768,1524,Gd,2,166000
FV,Pave,Lvl,Somerst,TwnhsE,2Story,7,1999,1999,PConc,713,1452,Gd,2,183900
FV,Pave,Lvl,Somerst,Twnhs,2Story,7,2000,2000,PConc,673,1382,Gd,2,165000
FV,Pave,Lvl,Somerst,TwnhsE,2Story,7,2003,2003,PConc,530,1080,Gd,2,139000
FV,Pave,Lvl,Somerst,1Fam,2Story,7,1997,1998,PConc,854,1694,Gd,1,200000
FV,Pave,Lvl,Somerst,1Fam,1Story,8,2001,2002,PConc,1568,1568,Gd,2,221000
RL,Pave,Lvl,Veenker,TwnhsE,1Story,8,1995,1996,PConc,1494,1494,Ex,2,270000
RL,Pave,Lvl,Veenker,1Fam,1Story,6,1977,1977,CBlock,1208,1208,TA,2,165000
RL,Pave,Lvl,Greens,Twnhs,1Story,8,1980,1980,CBlock,1235,1235,TA,2,214000
RL,Pave,Lvl,Greens,Twnhs,1Story,8,1980,1980,CBlock,1036,1036,Gd,2,188000
RL,Pave,Lvl,Greens,TwnhsE,1Story,8,1980,1980,CBlock,1226,1226,Gd,2,190000
RL,Pave,Lvl,Greens,Twnhs,1Story,8,1978,1978,CBlock,1226,1226,Gd,2,170000
RL,Pave,Low,Veenker,1Fam,1Story,9,1981,1987,CBlock,1842,1842,Gd,3,385000
RL,Pave,Lvl,NWAmes,2fmCon,1Story,5,1972,1972,CBlock,1193,1193,TA,2,146500
RL,Pave,Lvl,NWAmes,1Fam,SLvl,7,1968,1992,CBlock,1222,1920,Gd,2,170000
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1968,2003,CBlock,2156,2156,TA,2,262500
RL,Pave,Lvl,NWAmes,1Fam,2Story,6,1968,1968,CBlock,708,1416,TA,2,179900
RL,Pave,Lvl,NWAmes,1Fam,2Story,6,1968,1984,CBlock,1512,2654,Gd,2,250000
RL,Pave,Lvl,NWAmes,1Fam,2Story,6,1972,1972,CBlock,1012,1790,TA,2,165150
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1967,1967,CBlock,1334,1334,TA,2,164500
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1969,1969,CBlock,1164,1164,TA,2,140000
RL,Pave,Lvl,NAmes,1Fam,SLvl,5,1967,1967,PConc,980,980,TA,1,135500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1968,1968,CBlock,1051,1051,TA,2,142000
RL,Pave,Lvl,NAmes,1Fam,2Story,5,1968,1968,CBlock,884,1770,TA,2,155000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1968,2004,CBlock,976,976,Gd,2,157500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1968,1968,CBlock,1052,1052,TA,1,138500
RL,Pave,Lvl,NAmes,1Fam,SFoyer,5,1968,1968,CBlock,898,898,TA,1,140000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1966,1966,CBlock,1051,1051,TA,1,124400
RL,Pave,Lvl,NAmes,1Fam,SLvl,5,1967,1967,PConc,1141,1141,TA,1,158000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1965,1998,CBlock,1200,1200,Gd,2,146000
RL,Pave,Lvl,NWAmes,1Fam,2Story,6,1971,1971,CBlock,1097,1993,TA,2,190000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1961,1961,CBlock,1050,1050,TA,1,136500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1958,1958,CBlock,864,864,TA,2,129900
RL,Pave,Lvl,NAmes,Duplex,1Story,5,1959,2005,CBlock,1712,1712,TA,2,145000
RL,Pave,Lvl,NAmes,2fmCon,1Story,6,1965,2000,PConc,1565,1565,Gd,1,185900
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1964,1964,CBlock,1251,1251,TA,1,160000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1964,1964,CBlock,1488,1488,TA,2,167000
RL,Pave,Lvl,NAmes,1Fam,2Story,5,1964,1964,CBlock,720,1440,TA,2,157500
RL,Pave,Lvl,NAmes,2fmCon,SLvl,6,1958,1958,CBlock,1095,1095,TA,1,140000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1958,1991,CBlock,1053,1053,Ex,2,150000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1960,1960,CBlock,1248,1248,TA,1,151500
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1934,1950,CBlock,816,816,TA,1,129800
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1954,1954,CBlock,1008,1008,TA,1,137000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1947,1950,CBlock,1043,1043,TA,1,137000
RL,Pave,Lvl,BrkSide,1Fam,1.5Fin,4,1946,1950,CBlock,774,1230,TA,1,121600
RL,Pave,Bnk,BrkSide,1Fam,1Story,4,1923,1958,PConc,869,869,Fa,0,85500
RL,Pave,Lvl,BrkSide,1Fam,1Story,4,1926,1953,PConc,747,747,TA,2,79900
RL,Pave,Lvl,BrkSide,1Fam,1.5Fin,5,1908,1991,PConc,936,1252,TA,2,127000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1961,1990,CBlock,1433,1433,TA,2,161000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1952,1952,CBlock,1624,1624,TA,1,146500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1951,1951,CBlock,1216,1216,TA,1,135000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1951,1951,CBlock,2136,2136,TA,2,137900
RL,Pave,Lvl,NAmes,1Fam,1.5Fin,6,1941,1950,CBlock,958,1578,Fa,1,133000
RL,Pave,Lvl,NAmes,1Fam,2Story,5,1949,1973,CBlock,1024,1728,TA,1,137000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1954,1975,CBlock,936,936,TA,1,121000
RL,Pave,Lvl,NAmes,Duplex,1Story,5,1967,1967,CBlock,1584,1584,TA,2,119000
RL,Pave,Lvl,NAmes,1Fam,SLvl,6,1964,1964,CBlock,1246,1246,TA,2,172000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1961,1961,CBlock,1235,1235,TA,2,98600
RL,Pave,Lvl,NAmes,1Fam,2Story,7,1966,1966,CBlock,1216,2157,Gd,2,226000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1954,1954,CBlock,1128,1128,TA,1,118000
RL,Pave,Lvl,NAmes,1Fam,2Story,8,1918,1990,PConc,1360,3112,Gd,2,235000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1963,1963,CBlock,1008,1008,TA,2,135000
RL,Pave,Lvl,NAmes,Duplex,SLvl,5,1962,1962,CBlock,1190,1190,TA,2,132500
RL,Pave,Lvl,NAmes,1Fam,SLvl,5,1959,1959,CBlock,1144,1144,TA,1,143000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1957,1957,CBlock,1364,1364,TA,1,132000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1960,1960,CBlock,1383,1383,TA,1,145250
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1958,1958,CBlock,1336,1336,TA,2,162000
RL,Pave,Lvl,NAmes,1Fam,SLvl,5,1956,1956,CBlock,1370,1370,TA,1,148000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1957,1957,CBlock,1092,1092,TA,1,141000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1956,1994,CBlock,1124,1124,TA,1,153000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1957,1996,CBlock,1236,1236,Gd,1,134450
RL,Pave,Lvl,NAmes,Duplex,SFoyer,5,1979,1979,CBlock,943,943,TA,2,135960
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1954,2000,CBlock,1050,1050,Gd,1,156000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1954,1954,CBlock,1375,1375,TA,2,140000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1952,2003,CBlock,1008,1008,TA,1,139500
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1951,1951,CBlock,1575,1575,Gd,2,155000
RL,Pave,Lvl,NAmes,1Fam,SLvl,5,1956,1956,CBlock,1145,1145,TA,2,127000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1956,1956,CBlock,1005,1005,TA,1,133500
RL,Pave,Bnk,NAmes,1Fam,1Story,5,1955,1955,CBlock,1056,1056,TA,1,125000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1951,1991,CBlock,884,884,TA,1,142000
RL,Pave,Lvl,NAmes,1Fam,1Story,7,1941,1963,CBlock,2039,2039,TA,3,167000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1956,2001,CBlock,1384,1384,TA,2,159000
RL,Pave,Lvl,OldTown,2fmCon,1.5Fin,5,1925,1975,CBlock,1392,2640,TA,3,180000
RL,Pave,Lvl,NAmes,1Fam,1.5Fin,6,1947,1950,CBlock,900,1312,TA,2,127000
RL,Pave,Lvl,OldTown,1Fam,1.5Fin,6,1924,1950,BrkTil,865,1310,TA,1,112000
RL,Pave,Lvl,OldTown,1Fam,1Story,3,1930,2001,PConc,713,713,Gd,1,99800
RL,Pave,Lvl,OldTown,1Fam,1Story,5,1954,2000,CBlock,833,833,Gd,1,117000
RL,Pave,Lvl,OldTown,1Fam,1Story,5,1921,1968,BrkTil,1073,1073,TA,1,108480
RL,Pave,Lvl,NAmes,1Fam,1Story,3,1929,1950,CBlock,715,715,TA,2,68000
RL,Pave,Lvl,OldTown,1Fam,1.5Fin,4,1900,1998,BrkTil,448,720,Fa,1,86900
RL,Pave,Lvl,OldTown,1Fam,1Story,5,1920,1950,BrkTil,1130,1130,TA,2,120000
RL,Pave,Lvl,OldTown,1Fam,2Story,6,1915,1950,CBlock,774,1595,TA,2,155500
RL,Pave,Lvl,OldTown,1Fam,1.5Fin,4,1910,1950,BrkTil,981,1760,TA,2,80000
RL,Pave,Lvl,OldTown,1Fam,1.5Fin,3,1915,1950,PConc,694,1214,TA,3,105000
RL,Pave,Lvl,OldTown,2fmCon,1.5Fin,5,1900,1970,CBlock,1766,2414,TA,2,160000
RL,Pave,Lvl,OldTown,1Fam,1.5Fin,5,1936,1989,CBlock,1096,1466,Gd,2,170000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1965,1965,CBlock,1324,1324,TA,2,160000
RL,Pave,Lvl,NAmes,1Fam,SLvl,5,1966,1966,CBlock,1086,1086,TA,2,159950
RL,Pave,Lvl,NAmes,1Fam,SLvl,6,1963,1963,CBlock,1146,1146,TA,1,165000
RL,Pave,Bnk,NAmes,1Fam,1.5Fin,6,1962,1981,CBlock,1085,1734,Gd,2,159000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1962,1985,CBlock,1207,1207,TA,1,147000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1964,1964,CBlock,912,912,TA,1,115000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1959,1959,CBlock,1194,1194,TA,2,159500
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1959,1959,CBlock,864,864,Gd,1,120000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1957,1957,CBlock,816,816,TA,1,129900
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1961,1992,CBlock,1773,1773,TA,2,183000
RL,Pave,Lvl,NAmes,1Fam,1Story,7,1959,1959,Slab,1472,1472,Gd,2,157500
RL,Pave,HLS,NAmes,1Fam,2Story,7,1962,1998,CBlock,1900,2448,TA,2,277500
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1957,1997,CBlock,1600,1600,TA,1,207500
RL,Pave,Lvl,NAmes,1Fam,1.5Fin,4,1950,1950,CBlock,910,1521,Gd,1,147500
RL,Pave,Lvl,NAmes,1Fam,1.5Fin,4,1949,1950,CBlock,720,1192,TA,0,135000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1950,1950,CBlock,1040,1040,TA,2,109500
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1950,1950,Slab,1040,1040,TA,2,109900
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1959,1959,CBlock,1040,1040,TA,1,133700
RL,Pave,Lvl,NAmes,Duplex,1Story,3,1950,1950,Slab,1040,1040,TA,2,81400
RL,Pave,Lvl,NAmes,Duplex,1Story,3,1949,1950,Slab,1040,1040,TA,2,87500
RL,Pave,Lvl,NAmes,Duplex,1Story,3,1950,1950,CBlock,1040,1040,TA,2,93500
RL,Pave,Lvl,NAmes,Duplex,1Story,5,1960,1960,CBlock,1556,1556,TA,0,119000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1959,1959,CBlock,1150,1150,TA,1,141000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1961,1961,CBlock,1150,1150,TA,1,146000
RL,Pave,Lvl,NAmes,1Fam,2Story,6,1966,1966,CBlock,660,1348,TA,2,155000
RL,Pave,Lvl,NAmes,1Fam,SFoyer,5,1962,1962,CBlock,999,999,TA,1,134500
RL,Pave,Lvl,NAmes,1Fam,1Story,7,1962,1962,CBlock,1045,1045,TA,2,120000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1962,1962,CBlock,864,864,TA,1,105000
RL,Pave,Lvl,NAmes,2fmCon,SFoyer,5,1962,1962,CBlock,1025,1025,TA,0,124000
RM,Pave,Lvl,OldTown,1Fam,2Story,5,1900,2005,PConc,1007,2014,TA,2,169000
RM,Pave,Lvl,OldTown,1Fam,2Story,4,1925,1950,CBlock,810,1328,TA,1,107000
RM,Pave,Lvl,OldTown,1Fam,1.5Fin,5,1948,1950,CBlock,1226,1668,TA,1,135000
RM,Pave,Lvl,OldTown,1Fam,1.5Fin,4,1920,1980,PConc,1147,1657,Fa,1,111500
RM,Pave,Lvl,OldTown,1Fam,1.5Fin,6,1900,2004,BrkTil,940,1416,Gd,2,156500
RM,Pave,Lvl,OldTown,1Fam,2Story,7,1925,1990,BrkTil,832,1641,Ex,2,178000
RM,Pave,Lvl,OldTown,1Fam,2Story,7,1900,1970,Stone,848,1428,TA,2,139900
RM,Pave,Lvl,OldTown,1Fam,2Story,7,1930,1950,BrkTil,502,1004,Gd,1,105000
RM,Pave,Lvl,OldTown,1Fam,1Story,6,1930,2005,BrkTil,813,813,Gd,1,110000
RM,Pave,Lvl,OldTown,2fmCon,1.5Fin,4,1900,1950,PConc,1084,1951,Fa,2,111500
RM,Pave,Lvl,OldTown,1Fam,1Story,6,1924,1950,BrkTil,1032,1032,TA,1,108000
RM,Pave,Lvl,OldTown,1Fam,1Story,5,1925,1950,BrkTil,844,844,TA,1,111500
RM,Pave,Lvl,OldTown,1Fam,2Story,5,1880,1991,BrkTil,1089,1750,Ex,1,124000
RM,Pave,Lvl,OldTown,1Fam,1Story,4,1950,1950,CBlock,864,864,TA,1,105000
RM,Pave,Lvl,OldTown,1Fam,1.5Fin,6,1920,1950,BrkTil,734,1118,TA,2,116000
RM,Pave,Lvl,OldTown,1Fam,2Story,3,1905,1950,BrkTil,714,1376,TA,1,96900
RM,Pave,Lvl,OldTown,2fmCon,1Story,5,1955,1955,CBlock,960,960,TA,2,135500
RM,Pave,Lvl,OldTown,1Fam,1.5Fin,5,1924,1950,PConc,816,1566,Gd,2,139000
RM,Pave,Lvl,OldTown,1Fam,1Story,3,1921,1950,BrkTil,492,492,TA,1,61500
RM,Pave,Lvl,OldTown,1Fam,1.5Fin,6,1945,1950,CBlock,885,1182,TA,1,120000
RM,Pave,Lvl,OldTown,1Fam,1Story,3,1955,2005,CBlock,1163,1163,TA,1,126175
RM,Pave,Lvl,OldTown,1Fam,1Story,3,1920,1950,PConc,840,840,Fa,1,64000
RM,Pave,Lvl,OldTown,2fmCon,2Story,6,1910,1950,Stone,908,1928,Fa,1,137000
RM,Pave,Lvl,OldTown,1Fam,2Story,4,1900,1950,BrkTil,1095,1774,TA,3,87000
RM,Pave,Lvl,OldTown,1Fam,2.5Unf,7,1914,1970,BrkTil,880,1768,TA,2,163000
RM,Pave,Lvl,OldTown,1Fam,2.5Unf,7,1910,2005,BrkTil,1226,2104,TA,2,155000
RM,Pave,Lvl,OldTown,1Fam,1.5Fin,5,1900,1950,BrkTil,889,1440,TA,1,79000
RM,Pave,Bnk,OldTown,1Fam,2.5Unf,7,1916,1950,BrkTil,815,1690,TA,1,144000
RM,Pave,Lvl,OldTown,1Fam,2Story,6,1910,1993,CBlock,684,1368,TA,1,114504
RM,Pave,Lvl,OldTown,1Fam,2Story,7,1920,1950,BrkTil,998,1762,Gd,2,157000
RM,Pave,Lvl,OldTown,1Fam,1Story,6,1923,1950,BrkTil,1200,1200,TA,1,125000
RM,Pave,Lvl,OldTown,1Fam,2.5Fin,10,1892,1993,BrkTil,1518,3608,Ex,3,475000
RM,Pave,Lvl,OldTown,Duplex,2Story,5,1920,1950,PConc,624,1248,TA,0,93500
RM,Pave,Lvl,OldTown,1Fam,1Story,5,1958,1958,CBlock,960,960,TA,2,125000
C (all),Pave,Lvl,IDOTRR,1Fam,1.5Unf,3,1918,1950,BrkTil,1020,1020,Fa,0,64500
RL,Pave,Lvl,BrkSide,1Fam,1Story,4,1941,1950,CBlock,788,788,TA,0,100000
RL,Pave,Lvl,BrkSide,1Fam,1.5Fin,6,1939,1950,BrkTil,972,1577,Fa,1,140200
RL,Pave,Bnk,BrkSide,1Fam,2Story,6,1924,1996,BrkTil,1017,1827,TA,1,202500
RM,Pave,Lvl,BrkSide,1Fam,1.5Fin,6,1947,1950,CBlock,1004,1664,TA,2,159000
RM,Pave,Lvl,OldTown,2fmCon,1.5Fin,5,1939,1950,CBlock,793,1118,TA,2,119900
RM,Pave,Lvl,BrkSide,1Fam,1.5Fin,6,1934,1950,PConc,816,1176,TA,2,114500
RM,Pave,Lvl,BrkSide,1Fam,1.5Fin,5,1936,1950,BrkTil,896,1344,TA,1,115000
RM,Pave,Lvl,BrkSide,1Fam,1.5Fin,3,1930,1950,CBlock,728,1162,TA,1,75000
RM,Pave,Lvl,BrkSide,1Fam,1Story,5,1925,1950,BrkTil,1015,1015,TA,1,88000
RM,Pave,Lvl,BrkSide,1Fam,1.5Fin,4,1947,1950,Slab,672,912,TA,0,80500
RM,Pave,Lvl,BrkSide,1Fam,1.5Fin,5,1928,1950,BrkTil,1042,1576,TA,1,149000
RM,Pave,Lvl,BrkSide,1Fam,1.5Fin,5,1930,1984,BrkTil,741,1324,Gd,1,110000
RM,Pave,Lvl,OldTown,1Fam,1Story,6,1925,1980,BrkTil,1103,1103,Gd,2,110500
RM,Pave,Lvl,BrkSide,1Fam,1Story,5,1921,1950,CBlock,616,616,TA,1,89000
RM,Pave,Lvl,BrkSide,1Fam,1.5Unf,5,1922,1950,BrkTil,1048,1048,TA,1,113000
RL,Pave,Lvl,BrkSide,1Fam,1Story,5,1925,1950,BrkTil,816,816,TA,1,109000
RM,Pave,Lvl,OldTown,1Fam,1.5Fin,6,1962,1962,CBlock,1611,2486,TA,2,220000
RL,Pave,Lvl,BrkSide,2fmCon,1Story,4,1970,1970,CBlock,960,960,TA,2,129000
RM,Pave,Lvl,OldTown,1Fam,1.5Fin,6,1910,2003,CBlock,1001,1635,Gd,1,117000
RM,Pave,Bnk,OldTown,1Fam,1Story,4,1941,1950,CBlock,693,693,Fa,0,52500
RM,Pave,Lvl,IDOTRR,1Fam,1.5Fin,4,1924,1950,BrkTil,834,1430,Fa,2,107000
RM,Pave,Lvl,IDOTRR,1Fam,2Story,5,1910,2004,BrkTil,665,1330,TA,1,116500
RM,Pave,Lvl,IDOTRR,1Fam,1Story,5,1919,1950,BrkTil,819,819,Gd,0,72000
RM,Pave,Bnk,IDOTRR,1Fam,1.5Fin,6,1937,1950,BrkTil,780,1376,TA,1,119500
RM,Pave,Lvl,IDOTRR,1Fam,1.5Fin,5,1938,1995,CBlock,803,1360,Gd,1,125500
RM,Pave,Lvl,IDOTRR,1Fam,1Story,3,1922,1950,BrkTil,1077,1077,TA,1,91000
RM,Pave,Lvl,IDOTRR,2fmCon,1.5Fin,6,1935,1982,CBlock,520,754,TA,0,84500
RM,Pave,Lvl,IDOTRR,1Fam,1Story,6,1930,1950,BrkTil,984,984,TA,1,90000
RL,Pave,Lvl,Sawyer,1Fam,1.5Fin,5,1951,1951,CBlock,1081,1422,TA,1,137500
RL,Pave,Lvl,Sawyer,Duplex,1Story,6,1964,1964,CBlock,1921,1921,TA,2,150000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1950,1950,Slab,1640,1640,TA,2,131000
RL,Pave,Lvl,ClearCr,1Fam,SLvl,5,1958,1958,CBlock,1352,1352,Gd,1,130000
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1935,1950,Slab,1032,1032,TA,1,125000
RL,Pave,Lvl,SWISU,1Fam,1Story,5,1936,1950,BrkTil,879,879,TA,1,80000
RL,Pave,Lvl,SWISU,1Fam,1Story,7,2004,2004,PConc,1073,1073,TA,1,157000
RL,Pave,Lvl,Sawyer,1Fam,1Story,4,1963,1979,CBlock,1382,1382,TA,2,148000
RL,Pave,Lvl,Sawyer,Duplex,1Story,4,1967,1967,Slab,1296,1296,TA,2,90000
RL,Pave,Lvl,Sawyer,1Fam,1Story,6,1963,2003,CBlock,1068,1068,TA,1,154500
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1967,1967,CBlock,1064,1064,TA,2,153600
RL,Pave,Lvl,Sawyer,1Fam,SLvl,5,1966,1966,CBlock,1320,1320,TA,2,164500
RL,Pave,Lvl,Sawyer,1Fam,SLvl,6,1964,1964,CBlock,934,934,TA,1,132000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1966,1966,CBlock,1059,1059,TA,1,142500
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1968,1968,CBlock,1159,1159,TA,1,158000
RL,Pave,Lvl,Sawyer,1Fam,2Story,6,1978,1978,CBlock,672,1400,TA,2,149500
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1967,1967,CBlock,1458,1458,TA,2,165000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1968,1993,CBlock,1721,1721,TA,2,180000
RL,Pave,Lvl,Sawyer,1Fam,SLvl,6,1978,1978,CBlock,1040,1040,TA,2,160500
RL,Pave,Lvl,Sawyer,Duplex,1Story,5,1977,1977,CBlock,1967,1967,TA,2,156500
RL,Pave,Lvl,Sawyer,Duplex,1Story,5,1977,1977,CBlock,1949,1949,TA,2,157000
RL,Pave,Lvl,Sawyer,1Fam,1.5Fin,5,1958,1958,CBlock,1252,1920,Gd,2,172500
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1957,2000,CBlock,1803,1803,TA,2,155000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1955,1974,CBlock,1779,1779,TA,2,170000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1924,1950,BrkTil,872,872,Fa,1,105000
RL,Pave,Lvl,Sawyer,1Fam,SLvl,4,1965,2001,CBlock,960,960,TA,1,145000
RL,Pave,Bnk,Sawyer,1Fam,1Story,5,1956,1987,CBlock,1437,1437,TA,2,168000
RL,Pave,Low,ClearCr,1Fam,1Story,7,1967,1967,CBlock,1830,1830,TA,2,278000
RL,Pave,Low,ClearCr,1Fam,1Story,5,1963,1963,CBlock,1000,1000,TA,2,164000
RL,Pave,Lvl,ClearCr,1Fam,1.5Fin,7,1953,1953,CBlock,1304,2287,TA,2,225000
RL,Pave,Lvl,Sawyer,1Fam,SFoyer,5,1971,1972,PConc,810,810,TA,2,130000
RL,Pave,Lvl,Sawyer,1Fam,1Story,5,1974,1974,CBlock,894,894,TA,2,142500
RL,Pave,HLS,ClearCr,Twnhs,1.5Fin,7,1980,1981,PConc,880,1700,Gd,1,148400
RL,Pave,Low,ClearCr,1Fam,1Story,7,1986,1986,PConc,1453,1453,Gd,2,190000
RL,Pave,Lvl,Edwards,1Fam,1Story,4,1954,1954,CBlock,1350,1350,TA,2,146000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,5,1942,1950,BrkTil,799,1150,TA,1,128000
RL,Pave,Bnk,Edwards,1Fam,2Story,5,1948,2002,CBlock,1112,2008,Ex,1,225000
RL,Pave,Lvl,Edwards,1Fam,SLvl,6,1966,1966,CBlock,1575,2201,Gd,2,274970
RL,Pave,Lvl,Edwards,1Fam,2Story,6,1928,1950,PConc,1337,2009,TA,3,235000
RL,Pave,Lvl,Edwards,1Fam,2.5Unf,6,1935,1990,BrkTil,1836,3672,Gd,2,415000
RL,Pave,Lvl,Edwards,1Fam,SLvl,5,1962,1962,CBlock,1560,1560,TA,2,182000
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1952,2002,Slab,1488,1488,TA,2,135000
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1955,1999,CBlock,1057,1057,Gd,1,137000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,6,1954,1972,CBlock,1216,1855,TA,1,136900
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,6,1953,1953,CBlock,1068,1609,TA,1,149900
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1952,1952,PConc,1148,1148,TA,1,123500
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1954,1954,Slab,1124,1124,TA,0,93000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,5,1948,1950,CBlock,1002,1456,TA,1,91500
RL,Pave,Lvl,SawyerW,1Fam,1Story,6,1985,1985,CBlock,1298,1298,Gd,2,180000
RL,Pave,Bnk,SawyerW,1Fam,2Story,6,1989,1989,CBlock,1313,2559,Ex,2,209000
RL,Pave,Lvl,SawyerW,1Fam,2Story,8,1993,1994,PConc,1065,1911,Gd,2,215000
RL,Pave,Lvl,SawyerW,Duplex,SFoyer,6,1993,1993,PConc,1440,1440,Gd,4,224500
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2005,2006,PConc,1308,1876,Gd,3,229800
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,2005,2005,PConc,1208,1208,Gd,2,183600
